#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPL28	RPL4	9606.ENSP00000452909	9606.ENSP00000311430	0	0	0	0	0.992	0.990	0	0.745	0.999
RPL28	TCP1	9606.ENSP00000452909	9606.ENSP00000317334	0	0	0	0	0.538	0	0	0	0.538
RPL28	RPS15A	9606.ENSP00000452909	9606.ENSP00000318646	0	0	0	0	0.991	0.994	0	0.506	0.999
RPL28	SRPR	9606.ENSP00000452909	9606.ENSP00000328023	0	0	0	0	0	0.703	0	0.145	0.735
RPL28	RPS7	9606.ENSP00000452909	9606.ENSP00000339095	0	0	0	0	0.992	0.987	0	0.204	0.999
RPL28	RPL7	9606.ENSP00000452909	9606.ENSP00000339795	0	0	0	0	0.992	0.995	0	0.648	0.999
RPL28	RPLP1	9606.ENSP00000452909	9606.ENSP00000346037	0	0	0	0	0.969	0.995	0	0.663	0.999
RPL28	RPS3A	9606.ENSP00000452909	9606.ENSP00000346050	0	0	0	0	0.992	0.995	0	0.458	0.999
RPL28	RPSA	9606.ENSP00000452909	9606.ENSP00000346067	0	0	0	0	0.989	0.955	0	0.394	0.999
RPL28	RPL7A	9606.ENSP00000452909	9606.ENSP00000361076	0	0	0	0	0.992	0.989	0	0.342	0.999
RPL28	RPS4X	9606.ENSP00000452909	9606.ENSP00000362744	0	0	0	0	0.992	0.987	0	0.287	0.999
RPL28	RPS6	9606.ENSP00000452909	9606.ENSP00000369757	0	0	0	0	0.992	0.995	0	0.511	0.999
RPL28	RPS29	9606.ENSP00000452909	9606.ENSP00000379339	0	0	0	0	0.986	0.990	0	0.946	0.999
RPL28	RPS8	9606.ENSP00000452909	9606.ENSP00000379888	0	0	0	0	0.992	0.989	0	0.588	0.999
RPL28	RPL36A	9606.ENSP00000452909	9606.ENSP00000404375	0	0	0	0	0.753	0.952	0	0.567	0.994
RPL28	RPL32	9606.ENSP00000452909	9606.ENSP00000416429	0	0	0	0	0.964	0.989	0	0.381	0.999
RPL28	RPL30	9606.ENSP00000452909	9606.ENSP00000428085	0	0	0	0	0.992	0.989	0	0.755	0.999
RPL28	SRP54	9606.ENSP00000452909	9606.ENSP00000451818	0	0	0	0	0.115	0.822	0	0.112	0.847
RPL28	RPS10	9606.ENSP00000452909	9606.ENSP00000481646	0	0	0	0	0.983	0.965	0	0.876	0.999
RPL30	RPS12	9606.ENSP00000428085	9606.ENSP00000230050	0	0	0	0	0.996	0.995	0	0.617	0.999
RPL30	RPS27A	9606.ENSP00000428085	9606.ENSP00000272317	0	0	0	0	0.984	0.987	0	0.290	0.999
RPL30	RPS3	9606.ENSP00000428085	9606.ENSP00000278572	0	0	0	0	0.997	0.986	0	0.694	0.999
RPL30	RPS23	9606.ENSP00000428085	9606.ENSP00000296674	0.219	0	0	0	0.981	0.997	0.900	0.763	0.999
RPL30	RPS9	9606.ENSP00000428085	9606.ENSP00000302896	0	0	0	0	0.978	0.996	0	0.732	0.999
RPL30	RPL4	9606.ENSP00000428085	9606.ENSP00000311430	0.183	0	0	0	0.994	0.997	0	0.819	0.999
RPL30	RPS15A	9606.ENSP00000428085	9606.ENSP00000318646	0	0	0	0	0.990	0.996	0	0.628	0.999
RPL30	SRPR	9606.ENSP00000428085	9606.ENSP00000328023	0	0	0	0	0	0.703	0	0	0.703
RPL30	RPS7	9606.ENSP00000428085	9606.ENSP00000339095	0	0	0	0	0.981	0.996	0	0.424	0.999
RPL30	RPL7	9606.ENSP00000428085	9606.ENSP00000339795	0	0	0	0	0.992	0.996	0	0.695	0.999
RPL30	RPLP1	9606.ENSP00000428085	9606.ENSP00000346037	0	0	0	0	0.956	0.993	0	0.667	0.999
RPL30	RPS3A	9606.ENSP00000428085	9606.ENSP00000346050	0	0	0	0	0.995	0.997	0	0.760	0.999
RPL30	RPSA	9606.ENSP00000428085	9606.ENSP00000346067	0	0	0	0	0.988	0.990	0	0.505	0.999
RPL30	RPL7A	9606.ENSP00000428085	9606.ENSP00000361076	0	0	0	0	0.991	0.997	0.720	0.826	0.999
RPL30	RPS4X	9606.ENSP00000428085	9606.ENSP00000362744	0	0	0.233	0	0.995	0.996	0	0.453	0.999
RPL30	RPS6	9606.ENSP00000428085	9606.ENSP00000369757	0	0	0	0	0.988	0.996	0	0.762	0.999
RPL30	RPS29	9606.ENSP00000428085	9606.ENSP00000379339	0	0	0	0	0.988	0.995	0.900	0.618	0.999
RPL30	RPS8	9606.ENSP00000428085	9606.ENSP00000379888	0	0	0	0	0.993	0.996	0	0.626	0.999
RPL30	RPL36A	9606.ENSP00000428085	9606.ENSP00000404375	0	0	0	0	0.842	0.952	0.900	0.809	0.999
RPL30	RPL32	9606.ENSP00000428085	9606.ENSP00000416429	0	0	0	0	0.975	0.990	0.900	0.792	0.999
RPL30	SRP54	9606.ENSP00000428085	9606.ENSP00000451818	0	0	0	0	0.150	0.822	0	0	0.842
RPL30	RPS10	9606.ENSP00000428085	9606.ENSP00000481646	0	0	0	0	0.982	0.984	0	0.628	0.999
RPL32	RPS12	9606.ENSP00000416429	9606.ENSP00000230050	0	0	0	0	0.979	0.987	0	0.190	0.999
RPL32	RPS27A	9606.ENSP00000416429	9606.ENSP00000272317	0	0	0	0	0.977	0.987	0	0.467	0.999
RPL32	RPS3	9606.ENSP00000416429	9606.ENSP00000278572	0.295	0	0	0	0.976	0.986	0	0.655	0.999
RPL32	RPS23	9606.ENSP00000416429	9606.ENSP00000296674	0	0	0	0	0.968	0.995	0.900	0.544	0.999
RPL32	RPS9	9606.ENSP00000416429	9606.ENSP00000302896	0	0	0	0	0.954	0.995	0	0.426	0.999
RPL32	RPL4	9606.ENSP00000416429	9606.ENSP00000311430	0	0	0	0	0.974	0.996	0	0.638	0.999
RPL32	RPS15A	9606.ENSP00000416429	9606.ENSP00000318646	0.219	0	0	0	0.967	0.996	0	0.406	0.999
RPL32	RPS7	9606.ENSP00000416429	9606.ENSP00000339095	0	0	0	0	0.969	0.987	0	0.146	0.999
RPL32	RPL7	9606.ENSP00000416429	9606.ENSP00000339795	0.167	0	0	0	0.962	0.996	0	0.519	0.999
RPL32	RPLP1	9606.ENSP00000416429	9606.ENSP00000346037	0	0	0	0	0.972	0.987	0	0.319	0.999
RPL32	RPS3A	9606.ENSP00000416429	9606.ENSP00000346050	0	0	0	0	0.970	0.997	0	0.396	0.999
RPL32	RPSA	9606.ENSP00000416429	9606.ENSP00000346067	0	0	0	0	0.946	0.982	0	0.134	0.999
RPL32	RPL7A	9606.ENSP00000416429	9606.ENSP00000361076	0	0	0	0	0.948	0.997	0.720	0.481	0.999
RPL32	SURF6	9606.ENSP00000416429	9606.ENSP00000361092	0	0	0	0	0	0.551	0	0	0.551
RPL32	RPS4X	9606.ENSP00000416429	9606.ENSP00000362744	0.295	0	0	0	0.968	0.996	0	0.508	0.999
RPL32	RPS6	9606.ENSP00000416429	9606.ENSP00000369757	0	0	0	0	0.981	0.996	0	0.631	0.999
RPL32	RPS29	9606.ENSP00000416429	9606.ENSP00000379339	0.219	0	0	0	0.981	0.987	0.900	0.394	0.999
RPL32	RPS8	9606.ENSP00000416429	9606.ENSP00000379888	0	0	0	0	0.987	0.996	0	0.673	0.999
RPL32	RPL36A	9606.ENSP00000416429	9606.ENSP00000404375	0	0	0	0	0.791	0.952	0.900	0.353	0.999
RPL32	SRP54	9606.ENSP00000416429	9606.ENSP00000451818	0	0	0	0	0.128	0.817	0	0	0.834
RPL32	RPS10	9606.ENSP00000416429	9606.ENSP00000481646	0	0	0	0	0.939	0.955	0	0.366	0.998
RPL36A	RPS12	9606.ENSP00000404375	9606.ENSP00000230050	0	0	0	0	0.766	0.952	0	0.148	0.989
RPL36A	RPS27A	9606.ENSP00000404375	9606.ENSP00000272317	0	0	0	0	0.797	0.952	0	0.357	0.993
RPL36A	RPS3	9606.ENSP00000404375	9606.ENSP00000278572	0	0	0	0	0.774	0.773	0	0.377	0.965
RPL36A	RPS23	9606.ENSP00000404375	9606.ENSP00000296674	0	0	0	0	0.839	0.952	0.900	0.489	0.999
RPL36A	RPS9	9606.ENSP00000404375	9606.ENSP00000302896	0	0	0	0	0.738	0.952	0	0.429	0.992
RPL36A	RPL4	9606.ENSP00000404375	9606.ENSP00000311430	0	0	0	0	0.748	0.952	0	0.248	0.990
RPL36A	RPS15A	9606.ENSP00000404375	9606.ENSP00000318646	0	0	0	0	0.867	0.951	0	0.523	0.996
RPL36A	RPS7	9606.ENSP00000404375	9606.ENSP00000339095	0	0	0	0	0.767	0.952	0	0.226	0.990
RPL36A	RPL7	9606.ENSP00000404375	9606.ENSP00000339795	0	0	0	0	0.725	0.952	0	0.425	0.991
RPL36A	RPLP1	9606.ENSP00000404375	9606.ENSP00000346037	0	0	0	0	0.759	0.952	0	0.477	0.993
RPL36A	RPS3A	9606.ENSP00000404375	9606.ENSP00000346050	0	0	0	0	0.846	0.952	0	0.606	0.996
RPL36A	RPSA	9606.ENSP00000404375	9606.ENSP00000346067	0	0	0	0	0.613	0.934	0	0.381	0.982
RPL36A	RPL7A	9606.ENSP00000404375	9606.ENSP00000361076	0	0	0	0	0.767	0.952	0.720	0.767	0.999
RPL36A	RPS4X	9606.ENSP00000404375	9606.ENSP00000362744	0	0	0	0	0.839	0.952	0	0.572	0.996
RPL36A	RPS6	9606.ENSP00000404375	9606.ENSP00000369757	0	0	0	0	0.791	0.953	0	0.637	0.996
RPL36A	RPS29	9606.ENSP00000404375	9606.ENSP00000379339	0	0	0	0	0.800	0.952	0.900	0.555	0.999
RPL36A	RPS8	9606.ENSP00000404375	9606.ENSP00000379888	0	0	0	0	0.855	0.952	0	0.560	0.996
RPL36A	SRP54	9606.ENSP00000404375	9606.ENSP00000451818	0	0	0	0	0	0.813	0	0	0.813
RPL36A	RPS10	9606.ENSP00000404375	9606.ENSP00000481646	0	0	0	0	0.603	0.934	0	0.399	0.982
RPL4	RPS12	9606.ENSP00000311430	9606.ENSP00000230050	0.073	0	0	0	0.993	0.996	0	0.136	0.999
RPL4	RPS27A	9606.ENSP00000311430	9606.ENSP00000272317	0	0	0	0	0.955	0.995	0	0.320	0.999
RPL4	RPS3	9606.ENSP00000311430	9606.ENSP00000278572	0.185	0	0.203	0	0.996	0.987	0	0.820	0.999
RPL4	RPS23	9606.ENSP00000311430	9606.ENSP00000296674	0.135	0	0	0	0.979	0.996	0	0.778	0.999
RPL4	RPS9	9606.ENSP00000311430	9606.ENSP00000302896	0.135	0	0	0	0.989	0.996	0	0.696	0.999
RPL4	SURF6	9606.ENSP00000311430	9606.ENSP00000361092	0	0	0	0	0	0.384	0	0.193	0.481
RPL4	SLC25A5	9606.ENSP00000311430	9606.ENSP00000360671	0	0	0	0	0.242	0.399	0	0.091	0.549
RPL4	TCP1	9606.ENSP00000311430	9606.ENSP00000317334	0	0	0	0	0.698	0.173	0	0.168	0.774
RPL4	SRPR	9606.ENSP00000311430	9606.ENSP00000328023	0.117	0	0	0	0.064	0.703	0	0.250	0.791
RPL4	SRP54	9606.ENSP00000311430	9606.ENSP00000451818	0.141	0	0	0	0.166	0.864	0	0.249	0.917
RPL4	RPL7A	9606.ENSP00000311430	9606.ENSP00000361076	0.073	0	0	0	0.997	0.996	0	0.711	0.999
RPL4	RPS8	9606.ENSP00000311430	9606.ENSP00000379888	0	0	0	0	0.995	0.996	0	0.631	0.999
RPL4	RPL7	9606.ENSP00000311430	9606.ENSP00000339795	0.081	0	0	0	0.992	0.997	0	0.854	0.999
RPL4	RPS7	9606.ENSP00000311430	9606.ENSP00000339095	0	0	0	0	0.984	0.995	0	0.340	0.999
RPL4	RPS6	9606.ENSP00000311430	9606.ENSP00000369757	0	0	0	0	0.986	0.997	0	0.714	0.999
RPL4	RPS4X	9606.ENSP00000311430	9606.ENSP00000362744	0	0	0.201	0	0.993	0.997	0	0.622	0.999
RPL4	RPSA	9606.ENSP00000311430	9606.ENSP00000346067	0.081	0	0	0	0.991	0.993	0	0.504	0.999
RPL4	RPS15A	9606.ENSP00000311430	9606.ENSP00000318646	0.135	0	0	0	0.971	0.996	0	0.551	0.999
RPL4	RPS29	9606.ENSP00000311430	9606.ENSP00000379339	0.135	0	0	0	0.952	0.987	0	0.710	0.999
RPL4	RPS3A	9606.ENSP00000311430	9606.ENSP00000346050	0	0	0.200	0	0.995	0.996	0	0.641	0.999
RPL4	RPS10	9606.ENSP00000311430	9606.ENSP00000481646	0	0	0	0	0.966	0.981	0	0.641	0.999
RPL4	RPLP1	9606.ENSP00000311430	9606.ENSP00000346037	0	0	0	0	0.943	0.997	0	0.631	0.999
RPL7	RPS12	9606.ENSP00000339795	9606.ENSP00000230050	0.047	0.481	0	0	0.999	0.996	0	0.360	0.999
RPL7	RPS27A	9606.ENSP00000339795	9606.ENSP00000272317	0	0	0	0	0.968	0.987	0	0.424	0.999
RPL7	RPS3	9606.ENSP00000339795	9606.ENSP00000278572	0.167	0	0	0	0.995	0.983	0	0.784	0.999
RPL7	RPS23	9606.ENSP00000339795	9606.ENSP00000296674	0.111	0	0	0	0.995	0.996	0	0.716	0.999
RPL7	RPS9	9606.ENSP00000339795	9606.ENSP00000302896	0.111	0	0	0	0.986	0.995	0	0.624	0.999
RPL7	TCP1	9606.ENSP00000339795	9606.ENSP00000317334	0	0	0	0	0.535	0.058	0	0.206	0.622
RPL7	RPS15A	9606.ENSP00000339795	9606.ENSP00000318646	0.111	0	0	0	0.995	0.996	0	0.481	0.999
RPL7	RPS7	9606.ENSP00000339795	9606.ENSP00000339095	0	0	0	0	0.997	0.995	0	0.515	0.999
RPL7	SURF6	9606.ENSP00000339795	9606.ENSP00000361092	0	0	0	0	0.236	0.348	0	0.255	0.596
RPL7	SLC25A5	9606.ENSP00000339795	9606.ENSP00000360671	0	0	0	0	0.241	0.627	0	0.129	0.732
RPL7	RPS6	9606.ENSP00000339795	9606.ENSP00000369757	0	0	0	0	0.995	0.995	0	0.752	0.999
RPL7	RPLP1	9606.ENSP00000339795	9606.ENSP00000346037	0	0	0	0	0.965	0.995	0	0.609	0.999
RPL7	RPS8	9606.ENSP00000339795	9606.ENSP00000379888	0	0	0	0	0.993	0.997	0	0.804	0.999
RPL7	RPL7A	9606.ENSP00000339795	9606.ENSP00000361076	0.047	0	0	0	0.997	0.996	0	0.641	0.999
RPL7	RPS10	9606.ENSP00000339795	9606.ENSP00000481646	0	0	0	0	0.992	0.985	0	0.673	0.999
RPL7	RPS29	9606.ENSP00000339795	9606.ENSP00000379339	0.111	0	0	0	0.988	0.992	0	0.748	0.999
RPL7	RPS3A	9606.ENSP00000339795	9606.ENSP00000346050	0	0	0	0	0.998	0.996	0	0.677	0.999
RPL7	RPS4X	9606.ENSP00000339795	9606.ENSP00000362744	0.167	0	0.205	0	0.997	0.996	0	0.687	0.999
RPL7	RPSA	9606.ENSP00000339795	9606.ENSP00000346067	0	0	0	0	0.990	0.992	0	0.589	0.999
RPL7A	RPS12	9606.ENSP00000361076	9606.ENSP00000230050	0	0	0	0	0.997	0.997	0	0.221	0.999
RPL7A	RPS27A	9606.ENSP00000361076	9606.ENSP00000272317	0	0	0	0	0.954	0.995	0	0.574	0.999
RPL7A	RPS3	9606.ENSP00000361076	9606.ENSP00000278572	0.111	0	0	0	0.996	0.989	0	0.533	0.999
RPL7A	RPS23	9606.ENSP00000361076	9606.ENSP00000296674	0.078	0	0	0	0.993	0.997	0.720	0.636	0.999
RPL7A	RPS9	9606.ENSP00000361076	9606.ENSP00000302896	0.077	0	0	0	0.991	0.997	0	0.184	0.999
RPL7A	TCP1	9606.ENSP00000361076	9606.ENSP00000317334	0	0	0	0	0.639	0	0	0.102	0.662
RPL7A	RPS15A	9606.ENSP00000361076	9606.ENSP00000318646	0.070	0	0	0	0.992	0.997	0	0.549	0.999
RPL7A	SRPR	9606.ENSP00000361076	9606.ENSP00000328023	0	0	0	0	0.062	0.703	0	0	0.709
RPL7A	RPS7	9606.ENSP00000361076	9606.ENSP00000339095	0	0	0	0	0.994	0.995	0	0.208	0.999
RPL7A	RPLP1	9606.ENSP00000361076	9606.ENSP00000346037	0	0	0	0	0.977	0.997	0	0.305	0.999
RPL7A	RPS3A	9606.ENSP00000361076	9606.ENSP00000346050	0	0	0	0	0.995	0.996	0	0.766	0.999
RPL7A	RPSA	9606.ENSP00000361076	9606.ENSP00000346067	0.070	0	0	0	0.993	0.993	0	0.448	0.999
RPL7A	UPF2	9606.ENSP00000361076	9606.ENSP00000348708	0	0	0	0	0.157	0	0	0.429	0.498
RPL7A	SLC25A5	9606.ENSP00000361076	9606.ENSP00000360671	0	0	0	0	0.270	0.632	0	0.081	0.731
RPL7A	SURF1	9606.ENSP00000361076	9606.ENSP00000361042	0	0	0	0	0.062	0	0	0.703	0.709
RPL7A	SURF6	9606.ENSP00000361076	9606.ENSP00000361092	0	0	0	0	0.108	0.351	0	0.543	0.712
RPL7A	SRP54	9606.ENSP00000361076	9606.ENSP00000451818	0	0	0	0	0.122	0.822	0	0.077	0.843
RPL7A	RPS10	9606.ENSP00000361076	9606.ENSP00000481646	0	0	0	0	0.994	0.983	0	0.183	0.999
RPL7A	RPS8	9606.ENSP00000361076	9606.ENSP00000379888	0	0	0	0	0.994	0.997	0	0.801	0.999
RPL7A	RPS4X	9606.ENSP00000361076	9606.ENSP00000362744	0	0	0	0	0.997	0.996	0	0.603	0.999
RPL7A	RPS29	9606.ENSP00000361076	9606.ENSP00000379339	0.074	0	0	0	0.989	0.987	0.720	0.420	0.999
RPL7A	RPS6	9606.ENSP00000361076	9606.ENSP00000369757	0.116	0	0	0	0.995	0.997	0	0.581	0.999
RPLP1	RPS12	9606.ENSP00000346037	9606.ENSP00000230050	0	0	0	0	0.992	0.987	0	0.302	0.999
RPLP1	RPS27A	9606.ENSP00000346037	9606.ENSP00000272317	0	0	0	0	0.973	0.995	0	0.266	0.999
RPLP1	RPS3	9606.ENSP00000346037	9606.ENSP00000278572	0	0	0	0	0.976	0.985	0	0.495	0.999
RPLP1	RPS23	9606.ENSP00000346037	9606.ENSP00000296674	0	0	0	0	0.969	0.996	0	0.494	0.999
RPLP1	RPS9	9606.ENSP00000346037	9606.ENSP00000302896	0	0	0	0	0.913	0.987	0	0.675	0.999
RPLP1	TCP1	9606.ENSP00000346037	9606.ENSP00000317334	0	0	0	0	0.377	0	0	0.075	0.400
RPLP1	RPS15A	9606.ENSP00000346037	9606.ENSP00000318646	0	0	0	0	0.989	0.996	0	0.636	0.999
RPLP1	RPS7	9606.ENSP00000346037	9606.ENSP00000339095	0	0	0	0	0.990	0.996	0	0.202	0.999
RPLP1	RPS3A	9606.ENSP00000346037	9606.ENSP00000346050	0	0	0	0	0.985	0.997	0	0.661	0.999
RPLP1	RPS29	9606.ENSP00000346037	9606.ENSP00000379339	0	0	0	0	0.995	0.987	0	0.712	0.999
RPLP1	RPSA	9606.ENSP00000346037	9606.ENSP00000346067	0	0	0	0	0.890	0.990	0	0.670	0.999
RPLP1	RPS4X	9606.ENSP00000346037	9606.ENSP00000362744	0	0	0	0	0.979	0.997	0	0.300	0.999
RPLP1	RPS10	9606.ENSP00000346037	9606.ENSP00000481646	0	0	0	0	0.992	0.993	0	0.502	0.999
RPLP1	RPS8	9606.ENSP00000346037	9606.ENSP00000379888	0	0	0	0	0.991	0.997	0	0.577	0.999
RPLP1	RPS6	9606.ENSP00000346037	9606.ENSP00000369757	0	0	0	0	0.995	0.997	0	0.529	0.999
RPS10	RPS12	9606.ENSP00000481646	9606.ENSP00000230050	0	0	0	0	0.996	0.987	0.900	0.420	0.999
RPS10	RPS27A	9606.ENSP00000481646	9606.ENSP00000272317	0	0	0	0	0.958	0.982	0.900	0.558	0.999
RPS10	RPS3	9606.ENSP00000481646	9606.ENSP00000278572	0	0	0	0	0.997	0.954	0.900	0.858	0.999
RPS10	RPS23	9606.ENSP00000481646	9606.ENSP00000296674	0	0	0	0	0.992	0.985	0.900	0.715	0.999
RPS10	RPS9	9606.ENSP00000481646	9606.ENSP00000302896	0	0	0	0	0.914	0.985	0.900	0.914	0.999
RPS10	RPS15A	9606.ENSP00000481646	9606.ENSP00000318646	0	0	0	0	0.997	0.994	0.900	0.734	0.999
RPS10	RPS7	9606.ENSP00000481646	9606.ENSP00000339095	0	0	0	0	0.998	0.989	0.900	0.772	0.999
RPS10	RPS3A	9606.ENSP00000481646	9606.ENSP00000346050	0	0	0	0	0.996	0.994	0.900	0.701	0.999
RPS10	RPSA	9606.ENSP00000481646	9606.ENSP00000346067	0	0	0	0	0.903	0.990	0.900	0.516	0.999
RPS10	RPS4X	9606.ENSP00000481646	9606.ENSP00000362744	0	0	0	0	0.991	0.994	0.900	0.493	0.999
RPS10	RPS6	9606.ENSP00000481646	9606.ENSP00000369757	0	0	0	0	0.996	0.984	0.900	0.697	0.999
RPS10	RPS29	9606.ENSP00000481646	9606.ENSP00000379339	0	0	0	0	0.997	0.985	0.900	0.951	0.999
RPS10	RPS8	9606.ENSP00000481646	9606.ENSP00000379888	0	0	0	0	0.990	0.994	0.900	0.789	0.999
RPS10	ZNF598	9606.ENSP00000481646	9606.ENSP00000411409	0	0	0	0	0.055	0.270	0	0.740	0.805
RPS10	SRP54	9606.ENSP00000481646	9606.ENSP00000451818	0	0	0	0	0.093	0.800	0	0	0.810
RPS12	SOX2	9606.ENSP00000230050	9606.ENSP00000323588	0	0	0	0	0	0.270	0	0.261	0.437
RPS12	TCP1	9606.ENSP00000230050	9606.ENSP00000317334	0	0	0	0	0.522	0	0	0.063	0.533
RPS12	SRP54	9606.ENSP00000230050	9606.ENSP00000451818	0	0	0	0	0.118	0.821	0	0.215	0.865
RPS12	RPS3	9606.ENSP00000230050	9606.ENSP00000278572	0.111	0	0	0	0.995	0.984	0.900	0.391	0.999
RPS12	RPS6	9606.ENSP00000230050	9606.ENSP00000369757	0.116	0	0	0	0.997	0.997	0.900	0.495	0.999
RPS12	RPS7	9606.ENSP00000230050	9606.ENSP00000339095	0	0	0	0	0.999	0.995	0.900	0.503	0.999
RPS12	RPSA	9606.ENSP00000230050	9606.ENSP00000346067	0.070	0	0	0	0.990	0.985	0.900	0.425	0.999
RPS12	RPS4X	9606.ENSP00000230050	9606.ENSP00000362744	0	0	0	0	0.999	0.997	0.900	0.366	0.999
RPS12	RPS27A	9606.ENSP00000230050	9606.ENSP00000272317	0	0	0	0	0.983	0.995	0.900	0.303	0.999
RPS12	RPS15A	9606.ENSP00000230050	9606.ENSP00000318646	0.070	0	0	0	0.997	0.997	0.900	0.297	0.999
RPS12	RPS23	9606.ENSP00000230050	9606.ENSP00000296674	0.078	0	0	0	0.995	0.997	0.900	0.586	0.999
RPS12	RPS3A	9606.ENSP00000230050	9606.ENSP00000346050	0	0	0	0	0.999	0.996	0.900	0.216	0.999
RPS12	RPS29	9606.ENSP00000230050	9606.ENSP00000379339	0.074	0	0	0	0.997	0.989	0.900	0.187	0.999
RPS12	RPS9	9606.ENSP00000230050	9606.ENSP00000302896	0.077	0	0	0	0.991	0.995	0.900	0.482	0.999
RPS12	RPS8	9606.ENSP00000230050	9606.ENSP00000379888	0	0	0	0	0.997	0.996	0.900	0.320	0.999
RPS15A	RPS27A	9606.ENSP00000318646	9606.ENSP00000272317	0	0	0	0	0.981	0.995	0.900	0.445	0.999
RPS15A	RPS3	9606.ENSP00000318646	9606.ENSP00000278572	0.219	0	0.229	0	0.995	0.986	0.900	0.661	0.999
RPS15A	RPS23	9606.ENSP00000318646	9606.ENSP00000296674	0.167	0	0	0	0.993	0.997	0.900	0.772	0.999
RPS15A	RPS9	9606.ENSP00000318646	9606.ENSP00000302896	0.167	0	0	0	0.969	0.994	0.900	0.655	0.999
RPS15A	TCP1	9606.ENSP00000318646	9606.ENSP00000317334	0	0	0.205	0	0.427	0	0	0.112	0.560
RPS15A	SLC25A5	9606.ENSP00000318646	9606.ENSP00000360671	0	0	0	0	0.171	0.666	0	0.048	0.713
RPS15A	SRP54	9606.ENSP00000318646	9606.ENSP00000451818	0.060	0	0	0	0.123	0.800	0	0.295	0.868
RPS15A	RPS6	9606.ENSP00000318646	9606.ENSP00000369757	0	0	0	0	0.997	0.997	0.900	0.498	0.999
RPS15A	RPS7	9606.ENSP00000318646	9606.ENSP00000339095	0	0	0	0	0.999	0.996	0.900	0.673	0.999
RPS15A	RPSA	9606.ENSP00000318646	9606.ENSP00000346067	0.083	0	0	0	0.956	0.987	0.900	0.378	0.999
RPS15A	RPS4X	9606.ENSP00000318646	9606.ENSP00000362744	0.219	0	0.290	0	0.993	0.997	0.900	0.710	0.999
RPS15A	RPS3A	9606.ENSP00000318646	9606.ENSP00000346050	0	0	0	0	0.997	0.996	0.900	0.554	0.999
RPS15A	RPS29	9606.ENSP00000318646	9606.ENSP00000379339	0.167	0	0	0	0.997	0.990	0.900	0.797	0.999
RPS15A	RPS8	9606.ENSP00000318646	9606.ENSP00000379888	0	0	0	0	0.993	0.997	0.900	0.646	0.999
RPS23	RPS27A	9606.ENSP00000296674	9606.ENSP00000272317	0	0	0	0	0.966	0.995	0.900	0.195	0.999
RPS23	RPS3	9606.ENSP00000296674	9606.ENSP00000278572	0.219	0	0	0	0.992	0.992	0.900	0.747	0.999
RPS23	TCP1	9606.ENSP00000296674	9606.ENSP00000317334	0	0	0	0	0.400	0	0	0.173	0.483
RPS23	SLC25A5	9606.ENSP00000296674	9606.ENSP00000360671	0	0	0	0	0.176	0.666	0	0.077	0.723
RPS23	SRP54	9606.ENSP00000296674	9606.ENSP00000451818	0.077	0	0	0	0.111	0.800	0	0.188	0.849
RPS23	RPS6	9606.ENSP00000296674	9606.ENSP00000369757	0	0	0	0	0.997	0.997	0.900	0.835	0.999
RPS23	RPS7	9606.ENSP00000296674	9606.ENSP00000339095	0	0	0	0	0.993	0.997	0.900	0.542	0.999
RPS23	RPS8	9606.ENSP00000296674	9606.ENSP00000379888	0	0	0	0	0.993	0.996	0.900	0.831	0.999
RPS23	RPS9	9606.ENSP00000296674	9606.ENSP00000302896	0.167	0	0	0	0.968	0.996	0.900	0.749	0.999
RPS23	RPS3A	9606.ENSP00000296674	9606.ENSP00000346050	0	0	0	0	0.995	0.997	0.900	0.435	0.999
RPS23	RPS29	9606.ENSP00000296674	9606.ENSP00000379339	0.167	0	0	0	0.989	0.995	0.900	0.795	0.999
RPS23	RPSA	9606.ENSP00000296674	9606.ENSP00000346067	0.092	0	0	0	0.956	0.990	0.900	0.648	0.999
RPS23	RPS4X	9606.ENSP00000296674	9606.ENSP00000362744	0	0	0	0	0.992	0.997	0.900	0.535	0.999
RPS27A	TCP1	9606.ENSP00000272317	9606.ENSP00000317334	0	0	0	0	0.372	0.124	0	0.068	0.443
RPS27A	SLC25A5	9606.ENSP00000272317	9606.ENSP00000360671	0	0	0	0	0.191	0.103	0	0.482	0.592
RPS27A	SPRY1	9606.ENSP00000272317	9606.ENSP00000481675	0	0	0	0	0	0	0.600	0.047	0.602
RPS27A	UVSSA	9606.ENSP00000272317	9606.ENSP00000374501	0	0	0	0	0	0	0.600	0.107	0.627
RPS27A	SRP54	9606.ENSP00000272317	9606.ENSP00000451818	0	0	0	0	0.111	0.813	0	0.090	0.836
RPS27A	TLE4	9606.ENSP00000272317	9606.ENSP00000365720	0	0	0	0	0	0	0.900	0.067	0.902
RPS27A	TAF10	9606.ENSP00000272317	9606.ENSP00000299424	0	0	0	0	0.062	0.657	0.900	0.123	0.968
RPS27A	RPS3	9606.ENSP00000272317	9606.ENSP00000278572	0	0	0	0	0.970	0.977	0.900	0.502	0.999
RPS27A	RPS6	9606.ENSP00000272317	9606.ENSP00000369757	0	0	0	0	0.982	0.993	0.900	0.427	0.999
